1	1.794939	66077.095762	66077.095762	1.794939	1.794939	1.794939	1.794939
2	2.040940	1427.496167	1945.316480	0.021172	0.021178	0.021026	2.200484
3	1.935448	781.455648	796.165573	1.804765	0.018925	0.039860	2.676302
4	1.854982	735.619259	744.870032	0.020972	0.019388	0.107046	3.317327
5	1.810966	724.239641	733.354452	0.019111	0.018919	0.020179	3.929885
6	1.811063	716.728151	725.566354	0.018248	0.018848	0.121299	4.797173
7	1.858507	709.889601	718.246635	0.018453	0.018932	0.018102	5.475975
8	1.953880	703.605609	711.311259	0.018087	0.019028	0.018182	6.447513
9	2.093883	698.143452	705.059359	0.017749	0.019154	0.018780	7.132869
10	2.270163	693.716577	699.677175	0.017062	0.019332	0.018255	8.113432
11	2.471057	690.317369	695.164744	0.016488	0.019555	0.018156	8.761777
12	2.683837	687.713012	691.393049	0.015790	0.019793	0.018205	9.683931
13	2.896384	685.648316	688.232718	0.015327	0.019958	0.018557	10.268591
14	3.097673	683.987203	685.776520	0.015055	0.019485	0.019257	11.093061
15	3.277624	682.694766	684.479653	0.014739	0.018916	0.021936	11.601752
16	3.427469	681.752788	684.709009	0.014461	0.018416	0.028204	12.312150
17	3.540089	681.107414	685.653793	0.014189	0.018178	0.033975	12.742961
18	3.616505	680.677297	685.990471	0.013927	0.018152	0.040022	13.338564
19	3.672950	680.379707	685.789847	0.013744	0.018249	0.021982	13.696036
20	3.730312	680.147983	685.615070	0.013647	0.018459	0.018249	14.185307
21	3.801239	679.941136	685.584619	0.013539	0.018915	0.020983	14.477343
22	3.889393	679.743974	685.623927	0.013396	0.019951	0.018361	14.873145
23	3.992412	679.558715	685.670401	0.013259	0.022446	0.018343	15.108902
24	4.104883	679.393801	685.696712	0.013170	0.034279	0.018916	15.425399
25	4.220843	679.255922	685.696509	0.013128	0.312780	0.018414	15.613995
26	4.335118	679.147231	685.672879	0.013085	0.046365	0.018303	15.864859
27	4.443702	679.065752	685.631909	0.013025	3.294145	0.018272	16.014673
28	4.543973	679.007177	685.579709	0.012971	0.036830	0.018315	16.212185
29	4.634716	678.966597	685.521644	0.012927	0.677877	0.019067	16.330549
30	4.715732	678.939364	685.462457	0.012884	0.030208	0.021265	16.485262
31	4.787447	678.921319	685.406295	0.012840	0.021648	0.036440	16.578388
32	4.850688	678.908833	685.356489	0.012795	0.021329	0.156266	16.699103
33	4.906474	678.898980	685.315362	0.012750	0.022381	0.347056	16.772135
34	4.955813	678.889712	685.284073	0.012706	0.022860	0.026072	16.866042
35	4.999599	678.879807	685.262563	0.012666	0.024005	7.892890	16.923170
36	5.038646	678.868688	685.249742	0.012630	0.201243	0.025398	16.996056
37	5.073755	678.856208	685.243850	0.012599	0.025040	89.746579	17.040656
38	5.105724	678.842381	685.242828	0.012575	10.166584	2581.732012	17.097127
39	5.135248	678.827229	685.244589	0.012557	0.093945	12101201306.307409	17.131893
40	5.162801	678.810809	685.247207	0.012544	832.459107	94.571948	17.175588
41	5.188588	678.793245	685.249066	0.012534	0.353916	2191883832771.438721	17.202655
42	5.212606	678.774734	685.248965	0.012527	1468.475575	2464.112649	17.236429
43	5.234763	678.755502	685.246082	0.012521	0.079024	3616529486307.285645	17.257483
44	5.254984	678.735776	685.239859	0.012516	120.699542	15975.919522	17.283569
45	5.273271	678.715787	685.229970	0.012511	3.234026	1279925608555.060547	17.299932
46	5.289705	678.695796	685.216400	0.012506	1.865019	53.494050	17.320068
47	5.304417	678.676115	685.199456	0.012502	0.089644	1208564.265757	17.332778
48	5.317560	678.657111	685.179612	0.012498	3.331619	16.709543	17.348315
49	5.329294	678.639177	685.157404	0.012494	0.195888	99173133.599067	17.358183
50	5.339781	678.622704	685.133456	0.012491	440.000388	0.182463	17.370166
51	5.349173	678.608042	685.108475	0.012488	479.652032	2597.676209	17.377825
52	5.357611	678.595495	685.083172	0.012484	560.274113	61409.558635	17.387065
53	5.365219	678.585305	685.058176	0.012481	19000.945566	390231.145518	17.393007
54	5.372104	678.577640	685.033944	0.012478	718.277942	423620.576790	17.400131
55	5.378356	678.572558	685.010746	0.012474	1468134.099029	378956.132877	17.404740
56	5.384035	678.569964	684.988710	0.012470	766.496735	727323.580519	17.410232
57	5.389176	678.569585	684.967895	0.012465	1862478.629654	3396270.958339	17.413805
58	5.393799	678.570983	684.948341	0.012457	384.004294	10743164.303617	17.418039
59	5.397941	678.573653	684.930042	0.012444	63532.830306	194761372.753353	17.420809
60	5.401654	678.577153	684.912894	0.012421	1451.180819	244890885.568059	17.424072
61	5.405004	678.581190	684.896694	0.012383	435.694521	245119290330.560944	17.426220
62	5.408060	678.585596	684.881179	0.012325	455340.578265	7565503929268278272.000000	17.428735
63	5.410902	678.590235	684.866091	0.012256	73408.307595	3667440.468200	17.430399
64	5.413619	678.594904	684.851218	0.012219	2368147.796679	44978946954406695712849920.000000	17.432338
65	5.416309	678.599290	684.836399	0.012242	1133.306521	37164513151.823441	17.433628
66	5.419061	678.603003	684.821527	0.012262	2381.220119	45754593979833.656250	17.435121
67	5.421937	678.605662	684.806547	0.012230	396.776049	2289632400410838.000000	17.436121
68	5.424947	678.607019	684.791457	0.012195	790.487808	7852143803163855.000000	17.437272
69	5.428035	678.607066	684.776375	0.012185	189.237504	5512689645042119.000000	17.438047
70	5.431078	678.606119	684.761627	0.012190	1052.595486	1045618278999810.875000	17.438934
71	5.433936	678.604843	684.747668	0.012193	2747.212919	10569312746659.291016	17.439534
72	5.436494	678.604183	684.734804	0.012190	5042.288086	16780744136427286.000000	17.440218
